Year,Installation,Source,PLOT,TREE,Seedlot,Replication,Metric,Management,Defect,Value
2022,SHERRY CORE,Improved,5,612,2086,R2,CALIPER GROWTH (MM),Minor,Unhealthy,2.1
2022,SHERRY CORE,Improved,5,629,2086,R3,CALIPER GROWTH (MM),None,None,3.2
2022,SHERRY CORE,Improved,5,632,2086,R4,CALIPER GROWTH (MM),Major,Unhealthy,1.3
2022,SHERRY CORE,Improved,5,649,2086,R5,CALIPER GROWTH (MM),Major,Unhealthy,1.9
2022,SHERRY CORE,Improved,5,652,2086,R6,CALIPER GROWTH (MM),None,None,1.9
2022,SHERRY CORE,Improved,5,669,2086,R7,CALIPER GROWTH (MM),Minor,Unhealthy,2.5
2022,SHERRY CORE,Improved,5,672,2086,R8,CALIPER GROWTH (MM),Minor,Unhealthy,1.8
2022,SHERRY CORE,Improved,5,689,2086,R9,CALIPER GROWTH (MM),Major,Unhealthy,1.8
2022,SHERRY CORE,Improved,5,692,2086,R10,CALIPER GROWTH (MM),None,None,0.3
2022,SHERRY CORE,Improved,5,603,2158,R1,CALIPER GROWTH (MM),Major,Unhealthy,1.3
2022,SHERRY CORE,Improved,5,618,2158,R2,CALIPER GROWTH (MM),Major,Unhealthy,0.8
2022,SHERRY CORE,Improved,5,623,2158,R3,CALIPER GROWTH (MM),Major,Unhealthy,2.3
2022,SHERRY CORE,Improved,5,638,2158,R4,CALIPER GROWTH (MM),Major,Unhealthy,0.7
2022,SHERRY CORE,Improved,5,643,2158,R5,CALIPER GROWTH (MM),Major,Unhealthy,0.9
2022,SHERRY CORE,Improved,5,658,2158,R6,CALIPER GROWTH (MM),Minor,Unhealthy,1.9
2022,SHERRY CORE,Improved,5,663,2158,R7,CALIPER GROWTH (MM),None,None,2
2022,SHERRY CORE,Improved,5,678,2158,R8,CALIPER GROWTH (MM),Dead,Unhealthy,
2022,SHERRY CORE,Improved,5,683,2158,R9,CALIPER GROWTH (MM),Minor,Unhealthy,2.3
2022,SHERRY CORE,Improved,5,698,2158,R10,CALIPER GROWTH (MM),None,None,1.4
2022,SHERRY CORE,Improved,5,608,2223,R1,CALIPER GROWTH (MM),Minor,Unhealthy,1.7
2022,SHERRY CORE,Improved,5,613,2223,R2,CALIPER GROWTH (MM),Major,Unhealthy,1.3
2022,SHERRY CORE,Improved,5,628,2223,R3,CALIPER GROWTH (MM),Major,Unhealthy,0.6
2022,SHERRY CORE,Improved,5,633,2223,R4,CALIPER GROWTH (MM),None,None,1.6
2022,SHERRY CORE,Improved,5,648,2223,R5,CALIPER GROWTH (MM),Minor,Unhealthy,2.6
2022,SHERRY CORE,Improved,5,653,2223,R6,CALIPER GROWTH (MM),None,None,2.1
2022,SHERRY CORE,Improved,5,668,2223,R7,CALIPER GROWTH (MM),Minor,Unhealthy,0.9
2022,SHERRY CORE,Improved,5,673,2223,R8,CALIPER GROWTH (MM),Major,Unhealthy,0.8
2022,SHERRY CORE,Improved,5,688,2223,R9,CALIPER GROWTH (MM),Minor,Unhealthy,2
2022,SHERRY CORE,Improved,5,693,2223,R10,CALIPER GROWTH (MM),Major,Deformed stem,1.1
2022,SHERRY CORE,Improved,5,610,4070,R1,CALIPER GROWTH (MM),None,None,1.6
2022,SHERRY CORE,Improved,5,611,4070,R2,CALIPER GROWTH (MM),Minor,Unhealthy,2.9
2022,SHERRY CORE,Improved,5,630,4070,R3,CALIPER GROWTH (MM),Major,Unhealthy,1.7
2022,SHERRY CORE,Improved,5,631,4070,R4,CALIPER GROWTH (MM),Major,Unhealthy,1.6
2022,SHERRY CORE,Improved,5,650,4070,R5,CALIPER GROWTH (MM),Minor,Unhealthy,1.6
2022,SHERRY CORE,Improved,5,651,4070,R6,CALIPER GROWTH (MM),Minor,Unhealthy,1.8
2022,SHERRY CORE,Improved,5,670,4070,R7,CALIPER GROWTH (MM),Major,Unhealthy,2.2
2022,SHERRY CORE,Improved,5,671,4070,R8,CALIPER GROWTH (MM),Dead,Unhealthy,
2022,SHERRY CORE,Improved,5,690,4070,R9,CALIPER GROWTH (MM),Minor,Unhealthy,0.9
2022,SHERRY CORE,Improved,5,691,4070,R10,CALIPER GROWTH (MM),Minor,Unhealthy,1.6
2022,SHERRY CORE,Improved,5,602,4078,R1,CALIPER GROWTH (MM),Minor,Unhealthy,1.3
2022,SHERRY CORE,Improved,5,619,4078,R2,CALIPER GROWTH (MM),Minor,Unhealthy,1.2
2022,SHERRY CORE,Improved,5,622,4078,R3,CALIPER GROWTH (MM),Major,Unhealthy,2.2
2022,SHERRY CORE,Improved,5,639,4078,R4,CALIPER GROWTH (MM),Minor,Unhealthy,2.2
2022,SHERRY CORE,Improved,5,642,4078,R5,CALIPER GROWTH (MM),None,None,2.7
2022,SHERRY CORE,Improved,5,659,4078,R6,CALIPER GROWTH (MM),None,None,1.1
2022,SHERRY CORE,Improved,5,662,4078,R7,CALIPER GROWTH (MM),None,None,1.9
2022,SHERRY CORE,Improved,5,679,4078,R8,CALIPER GROWTH (MM),Minor,Unhealthy,2.1
2022,SHERRY CORE,Improved,5,682,4078,R9,CALIPER GROWTH (MM),Minor,Unhealthy,1.6
2022,SHERRY CORE,Improved,5,699,4078,R10,CALIPER GROWTH (MM),Minor,Unhealthy,1.9
2022,SHERRY CORE,Improved,5,601,5118,R1,CALIPER GROWTH (MM),Minor,Unhealthy,1.5
2022,SHERRY CORE,Improved,5,620,5118,R2,CALIPER GROWTH (MM),Major,Unhealthy,1.8
2022,SHERRY CORE,Improved,5,621,5118,R3,CALIPER GROWTH (MM),None,None,1.8
2022,SHERRY CORE,Improved,5,640,5118,R4,CALIPER GROWTH (MM),None,None,1.3
2022,SHERRY CORE,Improved,5,641,5118,R5,CALIPER GROWTH (MM),None,None,1.5
2022,SHERRY CORE,Improved,5,660,5118,R6,CALIPER GROWTH (MM),Major,Unhealthy,1.1
2022,SHERRY CORE,Improved,5,661,5118,R7,CALIPER GROWTH (MM),None,None,1.1
2022,SHERRY CORE,Improved,5,680,5118,R8,CALIPER GROWTH (MM),Minor,Unhealthy,2.2
2022,SHERRY CORE,Improved,5,681,5118,R9,CALIPER GROWTH (MM),None,None,1.2
2022,SHERRY CORE,Improved,5,700,5118,R10,CALIPER GROWTH (MM),None,None,1.7
2022,SHERRY CORE,Improved,5,606,5175,R1,CALIPER GROWTH (MM),Minor,Unhealthy,1.9
2022,SHERRY CORE,Improved,5,615,5175,R2,CALIPER GROWTH (MM),Minor,Unhealthy,0.5
2022,SHERRY CORE,Improved,5,626,5175,R3,CALIPER GROWTH (MM),Major,Unhealthy,2
2022,SHERRY CORE,Improved,5,635,5175,R4,CALIPER GROWTH (MM),None,None,1.6
2022,SHERRY CORE,Improved,5,646,5175,R5,CALIPER GROWTH (MM),Minor,Unhealthy,1.2
2022,SHERRY CORE,Improved,5,655,5175,R6,CALIPER GROWTH (MM),Minor,Unhealthy,1.7
2022,SHERRY CORE,Improved,5,666,5175,R7,CALIPER GROWTH (MM),Minor,Unhealthy,1.4
2022,SHERRY CORE,Improved,5,675,5175,R8,CALIPER GROWTH (MM),Minor,Unhealthy,2.1
2022,SHERRY CORE,Improved,5,686,5175,R9,CALIPER GROWTH (MM),Major,Unhealthy,1.5
2022,SHERRY CORE,Improved,5,695,5175,R10,CALIPER GROWTH (MM),Minor,Unhealthy,0.4
2022,SHERRY CORE,Improved,5,605,5193,R1,CALIPER GROWTH (MM),Minor,Unhealthy,1.9
2022,SHERRY CORE,Improved,5,616,5193,R2,CALIPER GROWTH (MM),Minor,Unhealthy,2.6
2022,SHERRY CORE,Improved,5,625,5193,R3,CALIPER GROWTH (MM),None,None,1.8
2022,SHERRY CORE,Improved,5,636,5193,R4,CALIPER GROWTH (MM),Major,Unhealthy,1.6
2022,SHERRY CORE,Improved,5,645,5193,R5,CALIPER GROWTH (MM),Minor,Unhealthy,2.3
2022,SHERRY CORE,Improved,5,656,5193,R6,CALIPER GROWTH (MM),None,None,2.7
2022,SHERRY CORE,Improved,5,665,5193,R7,CALIPER GROWTH (MM),Minor,Unhealthy,2.3
2022,SHERRY CORE,Improved,5,676,5193,R8,CALIPER GROWTH (MM),Minor,Unhealthy,1.9
2022,SHERRY CORE,Improved,5,685,5193,R9,CALIPER GROWTH (MM),None,None,2.1
2022,SHERRY CORE,Improved,5,696,5193,R10,CALIPER GROWTH (MM),Major,Unhealthy,2.2
2022,SHERRY CORE,Improved,5,604,5195,R1,CALIPER GROWTH (MM),Major,Unhealthy,1.9
2022,SHERRY CORE,Improved,5,617,5195,R2,CALIPER GROWTH (MM),Major,Unhealthy,2.1
2022,SHERRY CORE,Improved,5,624,5195,R3,CALIPER GROWTH (MM),Major,Unhealthy,1.6
2022,SHERRY CORE,Improved,5,637,5195,R4,CALIPER GROWTH (MM),Major,Unhealthy,1.9
2022,SHERRY CORE,Improved,5,644,5195,R5,CALIPER GROWTH (MM),Minor,Unhealthy,1.3
2022,SHERRY CORE,Improved,5,657,5195,R6,CALIPER GROWTH (MM),Minor,Unhealthy,3.1
2022,SHERRY CORE,Improved,5,664,5195,R7,CALIPER GROWTH (MM),Minor,Unhealthy,1.7
2022,SHERRY CORE,Improved,5,677,5195,R8,CALIPER GROWTH (MM),Major,Unhealthy,1.1
2022,SHERRY CORE,Improved,5,684,5195,R9,CALIPER GROWTH (MM),None,None,1.1
2022,SHERRY CORE,Improved,5,697,5195,R10,CALIPER GROWTH (MM),Minor,Unhealthy,1.5
2022,SHERRY CORE,Improved,6,709,1121,R1,CALIPER GROWTH (MM),Minor,Unhealthy,2
2022,SHERRY CORE,Improved,6,712,1121,R2,CALIPER GROWTH (MM),Minor,Unhealthy,2.3
2022,SHERRY CORE,Improved,6,729,1121,R3,CALIPER GROWTH (MM),Major,Unhealthy,1.8
2022,SHERRY CORE,Improved,6,732,1121,R4,CALIPER GROWTH (MM),Major,Unhealthy,2.3
2022,SHERRY CORE,Improved,6,749,1121,R5,CALIPER GROWTH (MM),Major,Unhealthy,2
2022,SHERRY CORE,Improved,6,752,1121,R6,CALIPER GROWTH (MM),Minor,Unhealthy,1.7
2022,SHERRY CORE,Improved,6,769,1121,R7,CALIPER GROWTH (MM),None,None,1.2
2022,SHERRY CORE,Improved,6,772,1121,R8,CALIPER GROWTH (MM),Minor,Unhealthy,2.1
2022,SHERRY CORE,Improved,6,789,1121,R9,CALIPER GROWTH (MM),None,None,2.3
2022,SHERRY CORE,Improved,6,792,1121,R10,CALIPER GROWTH (MM),None,None,1.7
2022,SHERRY CORE,Improved,6,702,2086,R1,CALIPER GROWTH (MM),Minor,Unhealthy,2.3
2022,SHERRY CORE,Improved,6,719,2086,R2,CALIPER GROWTH (MM),Major,Unhealthy,2.3
2022,SHERRY CORE,Improved,6,722,2086,R3,CALIPER GROWTH (MM),Minor,Unhealthy,1.9
2022,SHERRY CORE,Improved,6,739,2086,R4,CALIPER GROWTH (MM),None,None,0.7
2022,SHERRY CORE,Improved,6,742,2086,R5,CALIPER GROWTH (MM),None,None,2.3
2022,SHERRY CORE,Improved,6,759,2086,R6,CALIPER GROWTH (MM),None,None,0.9
2022,SHERRY CORE,Improved,6,762,2086,R7,CALIPER GROWTH (MM),None,None,2.2
2022,SHERRY CORE,Improved,6,779,2086,R8,CALIPER GROWTH (MM),None,None,2.1
2022,SHERRY CORE,Improved,6,782,2086,R9,CALIPER GROWTH (MM),None,None,2
2022,SHERRY CORE,Improved,6,799,2086,R10,CALIPER GROWTH (MM),None,None,3.3
2022,SHERRY CORE,Improved,6,706,2158,R1,CALIPER GROWTH (MM),Minor,Unhealthy,1.1
2022,SHERRY CORE,Improved,6,715,2158,R2,CALIPER GROWTH (MM),None,None,3.1
2022,SHERRY CORE,Improved,6,726,2158,R3,CALIPER GROWTH (MM),None,None,3.6
2022,SHERRY CORE,Improved,6,735,2158,R4,CALIPER GROWTH (MM),Minor,Unhealthy,1.8
2022,SHERRY CORE,Improved,6,746,2158,R5,CALIPER GROWTH (MM),None,None,1.7
2022,SHERRY CORE,Improved,6,755,2158,R6,CALIPER GROWTH (MM),None,None,1.1
2022,SHERRY CORE,Improved,6,766,2158,R7,CALIPER GROWTH (MM),Major,Unhealthy,1.5
2022,SHERRY CORE,Improved,6,775,2158,R8,CALIPER GROWTH (MM),Minor,Unhealthy,2
2022,SHERRY CORE,Improved,6,786,2158,R9,CALIPER GROWTH (MM),Dead,Unhealthy,
2022,SHERRY CORE,Improved,6,795,2158,R10,CALIPER GROWTH (MM),None,None,1.7
2022,SHERRY CORE,Improved,6,705,2223,R1,CALIPER GROWTH (MM),None,None,2.6
2022,SHERRY CORE,Improved,6,716,2223,R2,CALIPER GROWTH (MM),None,None,3.2
2022,SHERRY CORE,Improved,6,725,2223,R3,CALIPER GROWTH (MM),None,None,3.4
2022,SHERRY CORE,Improved,6,736,2223,R4,CALIPER GROWTH (MM),None,None,2.9
2022,SHERRY CORE,Improved,6,745,2223,R5,CALIPER GROWTH (MM),None,None,2.6
2022,SHERRY CORE,Improved,6,756,2223,R6,CALIPER GROWTH (MM),None,None,1.6
2022,SHERRY CORE,Improved,6,765,2223,R7,CALIPER GROWTH (MM),Major,Unhealthy,2.6
2022,SHERRY CORE,Improved,6,776,2223,R8,CALIPER GROWTH (MM),None,None,1.8
2022,SHERRY CORE,Improved,6,785,2223,R9,CALIPER GROWTH (MM),None,None,2.4
2022,SHERRY CORE,Improved,6,796,2223,R10,CALIPER GROWTH (MM),None,None,1.7
2022,SHERRY CORE,Improved,6,701,4070,R1,CALIPER GROWTH (MM),Dead,Unhealthy,
2022,SHERRY CORE,Improved,6,720,4070,R2,CALIPER GROWTH (MM),Dead,Unhealthy,
2022,SHERRY CORE,Improved,6,721,4070,R3,CALIPER GROWTH (MM),Dead,Unhealthy,
2022,SHERRY CORE,Improved,6,740,4070,R4,CALIPER GROWTH (MM),Minor,Unhealthy,1.6
2022,SHERRY CORE,Improved,6,741,4070,R5,CALIPER GROWTH (MM),None,None,2.9
2022,SHERRY CORE,Improved,6,760,4070,R6,CALIPER GROWTH (MM),None,None,0.9
2022,SHERRY CORE,Improved,6,761,4070,R7,CALIPER GROWTH (MM),None,None,1.4
2022,SHERRY CORE,Improved,6,780,4070,R8,CALIPER GROWTH (MM),None,None,3.3
2022,SHERRY CORE,Improved,6,781,4070,R9,CALIPER GROWTH (MM),None,None,2.8
2022,SHERRY CORE,Improved,6,800,4070,R10,CALIPER GROWTH (MM),None,None,2.2
2022,SHERRY CORE,Improved,6,708,4078,R1,CALIPER GROWTH (MM),Minor,Unhealthy,1
2022,SHERRY CORE,Improved,6,713,4078,R2,CALIPER GROWTH (MM),None,None,2.2
2022,SHERRY CORE,Improved,6,728,4078,R3,CALIPER GROWTH (MM),None,None,1.7
2022,SHERRY CORE,Improved,6,733,4078,R4,CALIPER GROWTH (MM),Minor,Unhealthy,1.8
2022,SHERRY CORE,Improved,6,748,4078,R5,CALIPER GROWTH (MM),None,None,2.7
2022,SHERRY CORE,Improved,6,753,4078,R6,CALIPER GROWTH (MM),None,None,2.4
2022,SHERRY CORE,Improved,6,768,4078,R7,CALIPER GROWTH (MM),None,None,2.1
2022,SHERRY CORE,Improved,6,773,4078,R8,CALIPER GROWTH (MM),Minor,Unhealthy,2.5
2022,SHERRY CORE,Improved,6,788,4078,R9,CALIPER GROWTH (MM),None,None,3.4
2022,SHERRY CORE,Improved,6,793,4078,R10,CALIPER GROWTH (MM),None,None,3.3
2022,SHERRY CORE,Improved,6,704,5118,R1,CALIPER GROWTH (MM),None,None,2.4
2022,SHERRY CORE,Improved,6,717,5118,R2,CALIPER GROWTH (MM),Major,Unhealthy,1
2022,SHERRY CORE,Improved,6,724,5118,R3,CALIPER GROWTH (MM),None,None,2.5
2022,SHERRY CORE,Improved,6,737,5118,R4,CALIPER GROWTH (MM),Major,Unhealthy,2.1
2022,SHERRY CORE,Improved,6,744,5118,R5,CALIPER GROWTH (MM),None,None,1.9
2022,SHERRY CORE,Improved,6,757,5118,R6,CALIPER GROWTH (MM),None,None,1.7
2022,SHERRY CORE,Improved,6,764,5118,R7,CALIPER GROWTH (MM),None,None,2
2022,SHERRY CORE,Improved,6,777,5118,R8,CALIPER GROWTH (MM),Minor,Unhealthy,1.6
2022,SHERRY CORE,Improved,6,784,5118,R9,CALIPER GROWTH (MM),Major,Unhealthy,1.1
2022,SHERRY CORE,Improved,6,797,5118,R10,CALIPER GROWTH (MM),None,None,2.7
2022,SHERRY CORE,Improved,6,710,5175,R1,CALIPER GROWTH (MM),None,None,1
2022,SHERRY CORE,Improved,6,711,5175,R2,CALIPER GROWTH (MM),Minor,Unhealthy,2
2022,SHERRY CORE,Improved,6,730,5175,R3,CALIPER GROWTH (MM),Minor,Unhealthy,1.6
2022,SHERRY CORE,Improved,6,731,5175,R4,CALIPER GROWTH (MM),None,None,0.7
2022,SHERRY CORE,Improved,6,750,5175,R5,CALIPER GROWTH (MM),Minor,Unhealthy,1
2022,SHERRY CORE,Improved,6,751,5175,R6,CALIPER GROWTH (MM),None,None,1.2
2022,SHERRY CORE,Improved,6,770,5175,R7,CALIPER GROWTH (MM),Major,Dead top,1.5
2022,SHERRY CORE,Improved,6,771,5175,R8,CALIPER GROWTH (MM),None,None,0.9
2022,SHERRY CORE,Improved,6,790,5175,R9,CALIPER GROWTH (MM),Major,Unhealthy,1.2
2022,SHERRY CORE,Improved,6,791,5175,R10,CALIPER GROWTH (MM),Minor,Unhealthy,1.2
2022,SHERRY CORE,Improved,6,703,5193,R1,CALIPER GROWTH (MM),Major,Unhealthy,1.9
2022,SHERRY CORE,Improved,6,718,5193,R2,CALIPER GROWTH (MM),Major,Unhealthy,1.9
2022,SHERRY CORE,Improved,6,723,5193,R3,CALIPER GROWTH (MM),None,None,2.5
2022,SHERRY CORE,Improved,6,738,5193,R4,CALIPER GROWTH (MM),Minor,Unhealthy,2.3
2022,SHERRY CORE,Improved,6,743,5193,R5,CALIPER GROWTH (MM),None,None,2
2022,SHERRY CORE,Improved,6,758,5193,R6,CALIPER GROWTH (MM),Minor,Unhealthy,2.3
2022,SHERRY CORE,Improved,6,763,5193,R7,CALIPER GROWTH (MM),Minor,Unhealthy,2.3
2022,SHERRY CORE,Improved,6,778,5193,R8,CALIPER GROWTH (MM),Minor,Unhealthy,1.6
2022,SHERRY CORE,Improved,6,783,5193,R9,CALIPER GROWTH (MM),Minor,Unhealthy,1.9
2022,SHERRY CORE,Improved,6,798,5193,R10,CALIPER GROWTH (MM),None,None,2.8
2022,SHERRY CORE,Improved,6,707,5195,R1,CALIPER GROWTH (MM),None,None,3.9
2022,SHERRY CORE,Improved,6,714,5195,R2,CALIPER GROWTH (MM),None,None,3.3
2022,SHERRY CORE,Improved,6,727,5195,R3,CALIPER GROWTH (MM),Minor,Unhealthy,2.3
2022,SHERRY CORE,Improved,6,734,5195,R4,CALIPER GROWTH (MM),Minor,Unhealthy,1.6
2022,SHERRY CORE,Improved,6,747,5195,R5,CALIPER GROWTH (MM),None,None,0.7
2022,SHERRY CORE,Improved,6,754,5195,R6,CALIPER GROWTH (MM),None,None,1.4
2022,SHERRY CORE,Improved,6,767,5195,R7,CALIPER GROWTH (MM),None,None,2.4
2022,SHERRY CORE,Improved,6,774,5195,R8,CALIPER GROWTH (MM),Minor,Unhealthy,1.9
2022,SHERRY CORE,Improved,6,787,5195,R9,CALIPER GROWTH (MM),None,None,1.9
2022,SHERRY CORE,Improved,6,794,5195,R10,CALIPER GROWTH (MM),None,None,1.8
2022,SHERRY TRANSFER,Woods run,1,201,2118-85,R1,CALIPER GROWTH (MM),None,None,1
2022,SHERRY TRANSFER,Woods run,1,202,2118-85,R2,CALIPER GROWTH (MM),None,None,0.7
2022,SHERRY TRANSFER,Woods run,1,219,2118-85,R3,CALIPER GROWTH (MM),None,None,1.3
2022,SHERRY TRANSFER,Woods run,1,220,2118-85,R4,CALIPER GROWTH (MM),None,None,0.2
2022,SHERRY TRANSFER,Woods run,1,221,2118-85,R5,CALIPER GROWTH (MM),None,None,2.5
2022,SHERRY TRANSFER,Woods run,1,222,2118-85,R6,CALIPER GROWTH (MM),None,None,1.9
2022,SHERRY TRANSFER,Woods run,1,239,2118-85,R7,CALIPER GROWTH (MM),Dead,None,
2022,SHERRY TRANSFER,Woods run,1,240,2118-85,R8,CALIPER GROWTH (MM),None,None,1
2022,SHERRY TRANSFER,Woods run,1,241,2118-85,R9,CALIPER GROWTH (MM),None,None,4.3
2022,SHERRY TRANSFER,Woods run,1,242,2118-85,R10,CALIPER GROWTH (MM),None,None,1.8
2022,SHERRY TRANSFER,Woods run,1,259,2118-85,R11,CALIPER GROWTH (MM),None,None,2.8
2022,SHERRY TRANSFER,Woods run,1,260,2118-85,R12,CALIPER GROWTH (MM),None,None,2.1
2022,SHERRY TRANSFER,Woods run,1,261,2118-85,R13,CALIPER GROWTH (MM),None,None,1.3
2022,SHERRY TRANSFER,Woods run,1,280,2118-85,R14,CALIPER GROWTH (MM),None,None,1
2022,SHERRY TRANSFER,Woods run,1,281,2118-85,R15,CALIPER GROWTH (MM),None,None,2.7
2022,SHERRY TRANSFER,Woods run,1,300,2118-85,R16,CALIPER GROWTH (MM),None,None,1.1
2022,SHERRY TRANSFER,Woods run,1,210,25-78,R1,CALIPER GROWTH (MM),None,None,1.8
2022,SHERRY TRANSFER,Woods run,1,211,25-78,R2,CALIPER GROWTH (MM),None,None,3.6
2022,SHERRY TRANSFER,Woods run,1,230,25-78,R3,CALIPER GROWTH (MM),None,None,1.2
2022,SHERRY TRANSFER,Woods run,1,231,25-78,R4,CALIPER GROWTH (MM),None,None,1
2022,SHERRY TRANSFER,Woods run,1,232,25-78,R5,CALIPER GROWTH (MM),None,None,1.9
2022,SHERRY TRANSFER,Woods run,1,249,25-78,R6,CALIPER GROWTH (MM),None,None,2.3
2022,SHERRY TRANSFER,Woods run,1,250,25-78,R7,CALIPER GROWTH (MM),None,None,3.2
2022,SHERRY TRANSFER,Woods run,1,251,25-78,R8,CALIPER GROWTH (MM),None,None,1.3
2022,SHERRY TRANSFER,Woods run,1,252,25-78,R9,CALIPER GROWTH (MM),None,None,3.2
2022,SHERRY TRANSFER,Woods run,1,269,25-78,R10,CALIPER GROWTH (MM),None,None,2.6
2022,SHERRY TRANSFER,Woods run,1,270,25-78,R11,CALIPER GROWTH (MM),None,None,1
2022,SHERRY TRANSFER,Woods run,1,271,25-78,R12,CALIPER GROWTH (MM),None,None,2.4
2022,SHERRY TRANSFER,Woods run,1,272,25-78,R13,CALIPER GROWTH (MM),None,None,0.8
2022,SHERRY TRANSFER,Woods run,1,289,25-78,R14,CALIPER GROWTH (MM),None,None,2.1
2022,SHERRY TRANSFER,Woods run,1,290,25-78,R15,CALIPER GROWTH (MM),None,None,2.2
2022,SHERRY TRANSFER,Woods run,1,291,25-78,R16,CALIPER GROWTH (MM),None,None,3.8
2022,SHERRY TRANSFER,Woods run,1,292,25-78,R17,CALIPER GROWTH (MM),None,None,2.2
2022,SHERRY TRANSFER,Woods run,1,205,80-01,R1,CALIPER GROWTH (MM),None,None,1.5
2022,SHERRY TRANSFER,Woods run,1,216,80-01,R2,CALIPER GROWTH (MM),None,None,1.1
2022,SHERRY TRANSFER,Woods run,1,225,80-01,R3,CALIPER GROWTH (MM),None,None,4.1
2022,SHERRY TRANSFER,Woods run,1,236,80-01,R4,CALIPER GROWTH (MM),None,None,4.4
2022,SHERRY TRANSFER,Woods run,1,237,80-01,R5,CALIPER GROWTH (MM),None,None,4.6
2022,SHERRY TRANSFER,Woods run,1,244,80-01,R6,CALIPER GROWTH (MM),None,None,2.2
2022,SHERRY TRANSFER,Woods run,1,245,80-01,R7,CALIPER GROWTH (MM),None,None,1.9
2022,SHERRY TRANSFER,Woods run,1,256,80-01,R8,CALIPER GROWTH (MM),None,None,3.5
2022,SHERRY TRANSFER,Woods run,1,257,80-01,R9,CALIPER GROWTH (MM),None,None,3.3
2022,SHERRY TRANSFER,Woods run,1,264,80-01,R10,CALIPER GROWTH (MM),None,None,2.3
2022,SHERRY TRANSFER,Woods run,1,265,80-01,R11,CALIPER GROWTH (MM),None,None,2.7
2022,SHERRY TRANSFER,Woods run,1,276,80-01,R12,CALIPER GROWTH (MM),None,None,3.3
2022,SHERRY TRANSFER,Woods run,1,277,80-01,R13,CALIPER GROWTH (MM),None,None,2.4
2022,SHERRY TRANSFER,Woods run,1,284,80-01,R14,CALIPER GROWTH (MM),None,None,1.8
2022,SHERRY TRANSFER,Woods run,1,285,80-01,R15,CALIPER GROWTH (MM),None,None,2.1
2022,SHERRY TRANSFER,Woods run,1,296,80-01,R16,CALIPER GROWTH (MM),None,None,2.5
2022,SHERRY TRANSFER,Woods run,1,297,80-01,R17,CALIPER GROWTH (MM),None,None,3
2022,SHERRY TRANSFER,Woods run,1,206,80-21,R1,CALIPER GROWTH (MM),None,None,2.5
2022,SHERRY TRANSFER,Woods run,1,207,80-21,R2,CALIPER GROWTH (MM),None,None,1.2
2022,SHERRY TRANSFER,Woods run,1,214,80-21,R3,CALIPER GROWTH (MM),None,None,1.7
2022,SHERRY TRANSFER,Woods run,1,215,80-21,R4,CALIPER GROWTH (MM),None,None,2.2
2022,SHERRY TRANSFER,Woods run,1,226,80-21,R5,CALIPER GROWTH (MM),None,None,2.4
2022,SHERRY TRANSFER,Woods run,1,227,80-21,R6,CALIPER GROWTH (MM),None,None,1.3
2022,SHERRY TRANSFER,Woods run,1,234,80-21,R7,CALIPER GROWTH (MM),None,None,1.2
2022,SHERRY TRANSFER,Woods run,1,235,80-21,R8,CALIPER GROWTH (MM),None,None,2.9
2022,SHERRY TRANSFER,Woods run,1,246,80-21,R9,CALIPER GROWTH (MM),None,None,0.7
2022,SHERRY TRANSFER,Woods run,1,247,80-21,R10,CALIPER GROWTH (MM),None,None,0.8
2022,SHERRY TRANSFER,Woods run,1,254,80-21,R11,CALIPER GROWTH (MM),None,None,3.8
2022,SHERRY TRANSFER,Woods run,1,255,80-21,R12,CALIPER GROWTH (MM),None,None,0.3
2022,SHERRY TRANSFER,Woods run,1,266,80-21,R13,CALIPER GROWTH (MM),None,None,1.4
2022,SHERRY TRANSFER,Woods run,1,275,80-21,R14,CALIPER GROWTH (MM),None,None,2.2
2022,SHERRY TRANSFER,Woods run,1,286,80-21,R15,CALIPER GROWTH (MM),None,None,2.7
2022,SHERRY TRANSFER,Woods run,1,295,80-21,R16,CALIPER GROWTH (MM),None,None,1.6
2022,SHERRY TRANSFER,Woods run,1,208,97-22,R1,CALIPER GROWTH (MM),None,None,1.6
2022,SHERRY TRANSFER,Woods run,1,209,97-22,R2,CALIPER GROWTH (MM),None,None,2
2022,SHERRY TRANSFER,Woods run,1,212,97-22,R3,CALIPER GROWTH (MM),None,None,0.6
2022,SHERRY TRANSFER,Woods run,1,213,97-22,R4,CALIPER GROWTH (MM),Dead,None,
2022,SHERRY TRANSFER,Woods run,1,228,97-22,R5,CALIPER GROWTH (MM),None,None,1.4
2022,SHERRY TRANSFER,Woods run,1,229,97-22,R6,CALIPER GROWTH (MM),None,None,2.2
2022,SHERRY TRANSFER,Woods run,1,233,97-22,R7,CALIPER GROWTH (MM),None,None,1.6
2022,SHERRY TRANSFER,Woods run,1,248,97-22,R8,CALIPER GROWTH (MM),None,None,1.8
2022,SHERRY TRANSFER,Woods run,1,253,97-22,R9,CALIPER GROWTH (MM),None,None,1.8
2022,SHERRY TRANSFER,Woods run,1,267,97-22,R10,CALIPER GROWTH (MM),None,None,1.5
2022,SHERRY TRANSFER,Woods run,1,268,97-22,R11,CALIPER GROWTH (MM),None,None,1.9
2022,SHERRY TRANSFER,Woods run,1,273,97-22,R12,CALIPER GROWTH (MM),None,None,3.2
2022,SHERRY TRANSFER,Woods run,1,274,97-22,R13,CALIPER GROWTH (MM),None,None,1.8
